snapshot id,description,started,size,volume,volume exists,instance,instance exists,ami,ami exists
snap-3f53b60d,Created by CreateImage(i-cc629e43) for ami-8afdf0ec from vol-942f2725,2017-05-04 11:07:56+00:00,120,vol-942f2725,TRUE,i-cc629e43,TRUE,ami-8afdf0ec,FALSE
snap-e06791d2,Created by CreateImage(i-f032e9b2) for ami-922403f4 from vol-cac876c8,2017-02-10 07:58:58+00:00,120,vol-cac876c8,TRUE,i-f032e9b2,TRUE,ami-922403f4,FALSE
snap-c9b36cfb,Created by CreateImage(i-a3e48d28) for ami-2ee3b848 from vol-942c4d16,2017-02-03 11:45:45+00:00,65,vol-942c4d16,FALSE,i-a3e48d28,TRUE,ami-2ee3b848,FALSE
snap-21981813,Created by CreateImage(i-0410e592) for ami-e8e1ba8e from vol-98ae6a28,2017-02-03 11:44:05+00:00,120,vol-98ae6a28,TRUE,i-0410e592,TRUE,ami-e8e1ba8e,FALSE
snap-4e75f77c,Created by CreateImage(i-6246bfed) for ami-14979072 from vol-daf4fe6b,2017-04-20 10:20:59+00:00,120,vol-daf4fe6b,TRUE,i-6246bfed,TRUE,ami-14979072,FALSE
snap-f084f4c2,Created by CreateImage(i-69679be6) for ami-a4e2efc2 from vol-b52d2504,2017-05-04 11:09:05+00:00,65,vol-b52d2504,FALSE,i-69679be6,TRUE,ami-a4e2efc2,FALSE
snap-6a865e63,Created by CreateImage(i-cc629e43) for ami-8afdf0ec from vol-972f2726,2017-05-04 11:07:56+00:00,65,vol-972f2726,FALSE,i-cc629e43,TRUE,ami-8afdf0ec,FALSE
snap-9fd10b96,Created by CreateImage(i-a3e48d28) for ami-2ee3b848 from vol-fe2d4c7c,2017-02-03 11:45:45+00:00,120,vol-fe2d4c7c,TRUE,i-a3e48d28,TRUE,ami-2ee3b848,FALSE
snap-a544b2ae,Created by CreateImage(i-69679be6) for ami-a4e2efc2 from vol-c52d2574,2017-05-04 11:09:05+00:00,120,vol-c52d2574,TRUE,i-69679be6,TRUE,ami-a4e2efc2,FALSE
snap-6f01ed82,Created by CreateImage(i-02f10c42) for ami-23200745 from vol-04e65703,2017-02-10 08:02:02+00:00,120,vol-04e65703,TRUE,i-02f10c42,TRUE,ami-23200745,FALSE
snap-ec6e1216,Created by CreateImage(i-91d4fdd3) for ami-00dd7d77 from vol-f0765bf2,2014-09-29 17:11:18+00:00,8,vol-f0765bf2,FALSE,i-91d4fdd3,FALSE,ami-00dd7d77,FALSE
snap-5ff026a2,Created by CreateImage(i-cde6cc8f) for ami-6043ef17 from vol-56bc9054,2014-10-15 13:32:31+00:00,50,vol-56bc9054,TRUE,i-cde6cc8f,TRUE,ami-6043ef17,FALSE
snap-54fe28a9,Created by CreateImage(i-9be2c8d9) for ami-4643ef31 from vol-0aa28e08,2014-10-15 13:34:43+00:00,100,vol-0aa28e08,FALSE,i-9be2c8d9,FALSE,ami-4643ef31,FALSE
snap-a0dbab5c,Created by CreateImage(i-f79d91b5) for ami-623b8f15 from vol-b256cfae,2014-11-12 11:20:09+00:00,100,vol-b256cfae,FALSE,i-f79d91b5,FALSE,ami-623b8f15,FALSE
snap-459e7fba,Created by CreateImage(i-8b7c8dc9) for ami-70d66707 from vol-e03e9be2,2014-11-20 10:38:47+00:00,30,vol-e03e9be2,FALSE,i-8b7c8dc9,FALSE,ami-70d66707,FALSE
snap-a191715e,Created by CreateImage(i-a133f8e3) for ami-88df6eff from vol-4f70c54d,2014-11-20 13:14:23+00:00,7,vol-4f70c54d,TRUE,i-a133f8e3,TRUE,ami-88df6eff,FALSE
snap-9e917161,Created by CreateImage(i-a133f8e3) for ami-88df6eff from vol-6f59e96d,2014-11-20 13:14:23+00:00,65,vol-6f59e96d,TRUE,i-a133f8e3,TRUE,ami-88df6eff,FALSE
snap-39b92bc6,Created by CreateImage(i-5b78e81b) for ami-3c7ac94b from vol-7ae2817d,2014-11-28 09:54:09+00:00,8,vol-7ae2817d,FALSE,i-5b78e81b,FALSE,ami-3c7ac94b,FALSE
snap-14d129e5,Created by CreateImage(i-0c9b974e) for ami-3abf3b4d from vol-fb4bd2e7,2015-01-04 22:59:21+00:00,100,vol-fb4bd2e7,FALSE,i-0c9b974e,FALSE,ami-3abf3b4d,FALSE
snap-fa12900b,Created by CreateImage(i-e839b1aa) for ami-912502f7 from vol-c05bc9c2,2017-02-10 08:03:34+00:00,120,vol-c05bc9c2,TRUE,i-e839b1aa,TRUE,ami-912502f7,FALSE
snap-de58382f,Created by CreateImage(i-0c9b974e) for ami-612eaf16 from vol-fb4bd2e7,2015-01-15 14:32:54+00:00,100,vol-fb4bd2e7,FALSE,i-0c9b974e,FALSE,ami-612eaf16,FALSE
snap-ee75001f,Created by CreateImage(i-7911e4ef) for ami-a2edb6c4 from vol-02ae6ab2,2017-02-03 11:45:23+00:00,65,vol-02ae6ab2,FALSE,i-7911e4ef,TRUE,ami-a2edb6c4,FALSE
snap-cdc6973c,Created by CreateImage(i-e839b1aa) for ami-912502f7 from vol-b25bc9b0,2017-02-10 08:03:34+00:00,65,vol-b25bc9b0,TRUE,i-e839b1aa,TRUE,ami-912502f7,FALSE
snap-375b35c7,Created by CreateImage(i-26c07566) for ami-d02403b6 from vol-23891e24,2017-02-10 08:04:21+00:00,65,vol-23891e24,TRUE,i-26c07566,TRUE,ami-d02403b6,FALSE
snap-1a46dae9,Created by CreateImage(i-3ce48db7) for ami-77e3b811 from vol-f22d4c70,2017-02-03 11:44:39+00:00,65,vol-f22d4c70,FALSE,i-3ce48db7,TRUE,ami-77e3b811,FALSE
snap-38e040cc,Created by CreateImage(i-6246bfed) for ami-14979072 from vol-c8f4fe79,2017-04-20 10:20:59+00:00,65,vol-c8f4fe79,FALSE,i-6246bfed,TRUE,ami-14979072,FALSE
snap-51fc9ba5,Created by CreateImage(i-02f10c42) for ami-23200745 from vol-05e65702,2017-02-10 08:02:03+00:00,65,vol-05e65702,TRUE,i-02f10c42,TRUE,ami-23200745,FALSE
snap-72c80a85,Created by CreateImage(i-15877455) for ami-60b6f717 from vol-cf3f88c8,2015-07-01 04:36:20+00:00,120,vol-cf3f88c8,TRUE,i-15877455,TRUE,ami-60b6f717,FALSE
snap-7fc80a88,Created by CreateImage(i-15877455) for ami-60b6f717 from vol-133e8914,2015-07-01 04:36:20+00:00,65,vol-133e8914,TRUE,i-15877455,TRUE,ami-60b6f717,FALSE
snap-d4ce0c23,Created by CreateImage(i-6b65c029) for ami-52b6f725 from vol-5e73ca5c,2015-07-01 04:37:39+00:00,120,vol-5e73ca5c,TRUE,i-6b65c029,TRUE,ami-52b6f725,FALSE
snap-d1ce0c26,Created by CreateImage(i-6b65c029) for ami-52b6f725 from vol-4f73ca4d,2015-07-01 04:37:39+00:00,65,vol-4f73ca4d,TRUE,i-6b65c029,TRUE,ami-52b6f725,FALSE
snap-a4ff2453,Created by CreateImage(i-7911e4ef) for ami-a2edb6c4 from vol-24ae6a94,2017-02-03 11:45:23+00:00,120,vol-24ae6a94,TRUE,i-7911e4ef,TRUE,ami-a2edb6c4,FALSE
snap-49d769be,Created by CreateImage(i-6246bfed) for ami-19fcf17f from vol-c8f4fe79,2017-05-04 11:09:30+00:00,65,vol-c8f4fe79,FALSE,i-6246bfed,TRUE,ami-19fcf17f,FALSE
snap-0c741db5bbbd5ac2d,Created by CreateImage(i-85dcacc7) for ami-0b497d6d from vol-ec710fee,2017-03-12 05:06:21+00:00,65,vol-ec710fee,FALSE,i-85dcacc7,TRUE,ami-0b497d6d,FALSE
snap-0de4f00107208f67d,Created by CreateImage(i-acdec720) for ami-e6624d80 from vol-0d1c31bc,2017-02-26 05:07:16+00:00,100,vol-0d1c31bc,FALSE,i-acdec720,FALSE,ami-e6624d80,FALSE
snap-074da7da79e42947e,Created by CreateImage(i-5614e9d9) for ami-bd604fdb from vol-0a656cbb,2017-02-26 05:04:51+00:00,200,vol-0a656cbb,FALSE,i-5614e9d9,FALSE,ami-bd604fdb,FALSE
snap-00775bfe41dbaec76,Created by CreateImage(i-acdec720) for ami-e6624d80 from vol-08b3d216708e17ba6,2017-02-26 05:07:17+00:00,100,vol-08b3d216708e17ba6,FALSE,i-acdec720,FALSE,ami-e6624d80,FALSE
snap-039d000c1ed38149f,Created by CreateImage(i-5fd34c1d) for ami-ff614e99 from vol-b43c5bb6,2017-02-26 05:05:12+00:00,500,vol-b43c5bb6,TRUE,i-5fd34c1d,TRUE,ami-ff614e99,FALSE
snap-0fa0723577cb06762,Created by CreateImage(i-09c34c9b9f311151b) for ami-88b574f1 from vol-03431c07fc54d9c1f,2017-09-10 04:03:47+00:00,30,vol-03431c07fc54d9c1f,TRUE,i-09c34c9b9f311151b,TRUE,ami-88b574f1,FALSE
snap-0d89ae142a50a91eb,Created by CreateImage(i-03991d3f14d5d6528) for ami-6cb87915 from vol-09c78fe8df34b4060,2017-09-10 04:01:59+00:00,30,vol-09c78fe8df34b4060,FALSE,i-03991d3f14d5d6528,FALSE,ami-6cb87915,FALSE
snap-01f1ab5cf30c4fcf3,Created by CreateImage(i-06690fb9b26ea5d90) for ami-48b97831 from vol-0d4127f68df37b13c,2017-09-10 04:02:39+00:00,30,vol-0d4127f68df37b13c,FALSE,i-06690fb9b26ea5d90,FALSE,ami-48b97831,FALSE
snap-0e0d9693887005ff2,Created by CreateImage(i-0067f0d1f0805ba46) for ami-87b475fe from vol-06a6669389e1dbf6b,2017-09-10 04:00:53+00:00,30,vol-06a6669389e1dbf6b,FALSE,i-0067f0d1f0805ba46,FALSE,ami-87b475fe,FALSE
snap-07562e3e0d07533d5,Created by CreateImage(i-066d9f73d6338aaad) for ami-4bb97832 from vol-0615157e18da806ed,2017-09-10 04:02:42+00:00,30,vol-0615157e18da806ed,FALSE,i-066d9f73d6338aaad,FALSE,ami-4bb97832,FALSE
snap-0d228a7bdb49fdaed,Created by CreateImage(i-08fcfcc0755544e94) for ami-f5b7768c from vol-0b0fb1dfc3a36953a,2017-09-10 04:03:24+00:00,30,vol-0b0fb1dfc3a36953a,TRUE,i-08fcfcc0755544e94,TRUE,ami-f5b7768c,FALSE
snap-03b731ac65901ad0a,Created by CreateImage(i-0a8bdd2dfa863d733) for ami-fbb47582 from vol-03f0dc723b1ff75b3,2017-09-10 04:03:57+00:00,8,vol-03f0dc723b1ff75b3,FALSE,i-0a8bdd2dfa863d733,FALSE,ami-fbb47582,FALSE
snap-0749b7b4a37d87a08,Created by CreateImage(i-025d8bbb) for ami-dcb978a5 from vol-86faa745,2017-09-10 04:01:43+00:00,10,vol-86faa745,TRUE,i-025d8bbb,TRUE,ami-dcb978a5,FALSE
snap-0b624481b5b2d621e,Created by CreateImage(i-0cd2814357ef95561) for ami-05bb7a7c from vol-0815a3bedffe7ef17,2017-09-10 04:04:30+00:00,8,vol-0815a3bedffe7ef17,FALSE,i-0cd2814357ef95561,FALSE,ami-05bb7a7c,FALSE
snap-013c555958ec03220,Created by CreateImage(i-0b9b68bcfa836d69a) for ami-ecb87995 from vol-0110093e2e0af342c,2017-09-10 04:04:24+00:00,30,vol-0110093e2e0af342c,TRUE,i-0b9b68bcfa836d69a,TRUE,ami-ecb87995,FALSE
snap-07039437a5e2ba87d,Created by CreateImage(i-026fbbe19abfe93a3) for ami-bcb475c5 from vol-01f477655323e81c8,2017-09-10 04:01:46+00:00,30,vol-01f477655323e81c8,FALSE,i-026fbbe19abfe93a3,FALSE,ami-bcb475c5,FALSE
snap-0a9d734816487bcb3,Created by CreateImage(i-09a531bba41464cbe) for ami-83b776fa from vol-04c381ba6c2fec779,2017-09-10 04:03:43+00:00,30,vol-04c381ba6c2fec779,FALSE,i-09a531bba41464cbe,FALSE,ami-83b776fa,FALSE
snap-00b1478e0aa23ba02,Created by CreateImage(i-0a943d4dfeea70c3b) for ami-f5b4758c from vol-08dd3f095ed57fdcf,2017-09-10 04:04:00+00:00,30,vol-08dd3f095ed57fdcf,FALSE,i-0a943d4dfeea70c3b,FALSE,ami-f5b4758c,FALSE
snap-01714222012f843c7,Created by CreateImage(i-0977d60f6e95e8e36) for ami-f1b77688 from vol-0b1c498a0be8f8d3d,2017-09-10 04:03:37+00:00,8,vol-0b1c498a0be8f8d3d,FALSE,i-0977d60f6e95e8e36,FALSE,ami-f1b77688,FALSE
snap-06a0b7af7cd7ded69,Created by CreateImage(i-05001951897469869) for ami-2ab67753 from vol-0d0c32a0e63fa7800,2017-09-10 04:02:22+00:00,30,vol-0d0c32a0e63fa7800,FALSE,i-05001951897469869,FALSE,ami-2ab67753,FALSE
snap-0393a9859c2c9d958,Created by CreateImage(i-00893c9adbba886ee) for ami-91b776e8 from vol-03a7523ba73ab61e8,2017-09-10 04:01:03+00:00,8,vol-03a7523ba73ab61e8,FALSE,i-00893c9adbba886ee,FALSE,ami-91b776e8,FALSE
snap-0c38f4ffb0c35cf7b,Created by CreateImage(i-072ef8bf) for ami-e3b6779a from vol-b7c4a478,2017-09-10 04:03:00+00:00,500,vol-b7c4a478,TRUE,i-072ef8bf,TRUE,ami-e3b6779a,FALSE
snap-035dfffb4bdd8a565,Created by CreateImage(i-00fff2538e94c4ded) for ami-2ab47553 from vol-0b96f217eac650eaa,2017-09-10 04:01:16+00:00,8,vol-0b96f217eac650eaa,FALSE,i-00fff2538e94c4ded,FALSE,ami-2ab47553,FALSE
snap-041c4b9657065cbec,Created by CreateImage(i-008276707435e7d1e) for ami-3fb77646 from vol-088f5b2d684bed461,2017-09-10 04:00:59+00:00,8,vol-088f5b2d684bed461,FALSE,i-008276707435e7d1e,FALSE,ami-3fb77646,FALSE
snap-03bb0bab62289fd60,Created by CreateImage(i-072ef8bf) for ami-e3b6779a from vol-09c4a4c6,2017-09-10 04:03:01+00:00,8,vol-09c4a4c6,TRUE,i-072ef8bf,TRUE,ami-e3b6779a,FALSE
snap-08758746df9cd83f0,Created by CreateImage(i-040366da4f30451fd) for ami-10bb7a69 from vol-0458f55dc9f0896e7,2017-09-10 04:02:09+00:00,8,vol-0458f55dc9f0896e7,FALSE,i-040366da4f30451fd,FALSE,ami-10bb7a69,FALSE
snap-0691dcfed7d0e9a3d,Created by CreateImage(i-093090efd2132bf53) for ami-0bbb7a72 from vol-03ce5ab150855e510,2017-09-10 04:03:30+00:00,8,vol-03ce5ab150855e510,FALSE,i-093090efd2132bf53,FALSE,ami-0bbb7a72,FALSE
snap-0d460dc6c8e745e05,Created by CreateImage(i-008f7dc0950615028) for ami-2bb47552 from vol-0a85724019ae4cef3,2017-09-10 04:01:06+00:00,8,vol-0a85724019ae4cef3,FALSE,i-008f7dc0950615028,FALSE,ami-2bb47552,FALSE
snap-0e553cc8a4f1e1ba1,Created by CreateImage(i-0673465bbf1b7724f) for ami-c7b879be from vol-0abe753416b0f3234,2017-09-10 04:02:49+00:00,30,vol-0abe753416b0f3234,TRUE,i-0673465bbf1b7724f,TRUE,ami-c7b879be,FALSE
snap-0516bbef56fa21573,Created by CreateImage(i-012e004dfd87946d7) for ami-2db67754 from vol-0a172cef24195aeec,2017-09-10 04:01:19+00:00,8,vol-0a172cef24195aeec,FALSE,i-012e004dfd87946d7,FALSE,ami-2db67754,FALSE
snap-079431450875b9457,Created by CreateImage(i-092dd148e60040612) for ami-60b87919 from vol-0358568ad5b49c517,2017-09-10 04:03:27+00:00,30,vol-0358568ad5b49c517,FALSE,i-092dd148e60040612,FALSE,ami-60b87919,FALSE
snap-0728ef72b6412ee64,Created by CreateImage(i-01f00d41) for ami-18b87961 from vol-03e65704,2017-09-10 04:01:29+00:00,65,vol-03e65704,TRUE,i-01f00d41,TRUE,ami-18b87961,FALSE
snap-0e9f554b447973e31,Created by CreateImage(i-099dc0d143c306a36) for ami-08b87971 from vol-0354529071cb12e90,2017-09-10 04:03:40+00:00,30,vol-0354529071cb12e90,TRUE,i-099dc0d143c306a36,TRUE,ami-08b87971,FALSE
snap-00518ab5abbd21b8c,Created by CreateImage(i-00b76383c32cbf5c3) for ami-97b574ee from vol-08c85772f428dcd80,2017-09-10 04:01:09+00:00,30,vol-08c85772f428dcd80,FALSE,i-00b76383c32cbf5c3,FALSE,ami-97b574ee,FALSE
snap-03e81b4ee1e59fd4a,Created by CreateImage(i-074ae5b2586d93221) for ami-fdb47584 from vol-0dd36d914cb76d47b,2017-09-10 04:03:07+00:00,8,vol-0dd36d914cb76d47b,FALSE,i-074ae5b2586d93221,FALSE,ami-fdb47584,FALSE
snap-09c2ce2599e179d4a,Created by CreateImage(i-01c014045587005e7) for ami-efb67796 from vol-05ba1500a0d65e9d9,2017-09-10 04:01:22+00:00,30,vol-05ba1500a0d65e9d9,FALSE,i-01c014045587005e7,FALSE,ami-efb67796,FALSE
snap-02ea1464cbe1a8b62,Created by CreateImage(i-00ccec443cd722457) for ami-c1b776b8 from vol-04c86bc6fde802aa9,2017-09-10 04:01:13+00:00,20,vol-04c86bc6fde802aa9,FALSE,i-00ccec443cd722457,FALSE,ami-c1b776b8,FALSE
snap-0ca04c1fac2bde07b,Created by CreateImage(i-00783b5ce7907873b) for ami-71b87908 from vol-01393201c03377a91,2017-09-10 04:00:56+00:00,8,vol-01393201c03377a91,FALSE,i-00783b5ce7907873b,FALSE,ami-71b87908,FALSE
snap-018d29aedc0d19321,Created by CreateImage(i-071a968f7b2c7ba30) for ami-65db1d1c from vol-09b816aee8018069a,2017-09-08 09:40:07+00:00,8,vol-09b816aee8018069a,TRUE,i-071a968f7b2c7ba30,TRUE,ami-65db1d1c,FALSE
snap-02897d53e1e8576dc,Created by CreateImage(i-8fff0400) for ami-4fe62036 from vol-fa1c084b,2017-09-08 09:48:54+00:00,100,vol-fa1c084b,TRUE,i-8fff0400,TRUE,ami-4fe62036,FALSE
snap-004528067679494f5,Created by CreateImage(i-052d1831b7231d395) for ami-5bda1c22 from vol-019085eddc46f81cf,2017-09-08 08:43:09+00:00,20,vol-019085eddc46f81cf,TRUE,i-052d1831b7231d395,TRUE,ami-5bda1c22,FALSE
snap-03c42a6ffb3af872c,Created by CreateImage(i-0c749cfe7e815e3cc) for ami-6a71b613 from vol-095c54f5a54559a24,2017-09-07 15:30:27+00:00,50,vol-095c54f5a54559a24,FALSE,i-0c749cfe7e815e3cc,FALSE,ami-6a71b613,FALSE
snap-0e649d73e2d60ef0c,Created by CreateImage(i-0c749cfe7e815e3cc) for ami-6a71b613 from vol-0929f351d0cfca412,2017-09-07 15:30:27+00:00,100,vol-0929f351d0cfca412,FALSE,i-0c749cfe7e815e3cc,FALSE,ami-6a71b613,FALSE
snap-0a837c4609f4c716b,Created by CreateImage(i-0c749cfe7e815e3cc) for ami-6a71b613 from vol-0cd85a42a4eee8bbd,2017-09-07 15:30:27+00:00,100,vol-0cd85a42a4eee8bbd,FALSE,i-0c749cfe7e815e3cc,FALSE,ami-6a71b613,FALSE
snap-00c74962e2a43d44a,Created by CreateImage(i-0c749cfe7e815e3cc) for ami-6a71b613 from vol-0f8fe91ae6485984a,2017-09-07 15:30:27+00:00,100,vol-0f8fe91ae6485984a,FALSE,i-0c749cfe7e815e3cc,FALSE,ami-6a71b613,FALSE
